"","sample","site","time","date","wellID","pH","notes","type","watertable","Ca","Mg","Na","K","T.hyphen.Al","Si","Mn.hyphen.MP","Mn","Fe.hyphen.MP","Fe","Zn.hyphen.MP","Rb.hyphen.MP","Sr.hyphen.MP","Ba.hyphen.MP","Pb.hyphen.MP","F","Cl","NO3","SO4","DOC","TDN","NH4","M.hyphen.Al","O.hyphen.Al","conductivity","PO4","Sr","Zn"
"145","W3-485","R14","-99",2010-09-30,NA,5.37,NA,"G6",-99.9,0.61,0.17,1.04,0.07,0.16,2.4,0.01,0.008,0.007,0.021,0.006,3e-04,0.0042,0.0033,3e-04,0.03,0.36,0.08,3.58,2.14,0.13,NA,NA,NA,NA,NA,NA,NA
"146","W3-486","R15","-99",2010-09-30,NA,5.4,NA,"G6",-99.9,0.8,0.2,1.11,0.09,0.13,2.47,0.011,0.008,0.007,0.021,0.007,3e-04,0.0049,0.0027,3e-04,0.04,0.33,0.15,3.57,2.27,0.13,NA,NA,NA,NA,NA,NA,NA
"147","W3-487","R16","-99",2010-09-30,NA,5.36,NA,"G3",-99.9,0.74,0.16,1.41,0.09,0.13,3.05,0.005,0.008,0.015,0.021,0.02,3e-04,0.0061,0.0033,3e-04,0.04,0.46,0,3.96,1.65,0.1,NA,NA,NA,NA,NA,NA,NA
"148","W3-590","W5E","-99",2010-10-01,NA,5.25,NA,"4",-99.9,0.93,0.19,0.77,0.18,0.21,1.61,0.016,0.02,0.007,0.021,NA,6e-04,0.0078,0.0031,1e-04,0.04,0.7,0,2.94,3.64,0.1,NA,NA,NA,NA,NA,NA,NA
"149","W3-591","W5F","-99",2010-10-01,NA,4.98,NA,"4",-99.9,0.99,0.17,0.64,0.32,0.24,1.51,0.053,0.049,0.019,0.047,NA,0.0013,0.0106,0.012,4e-04,0.04,0.56,0,3.03,6.43,0.19,NA,NA,NA,NA,NA,NA,NA
"150","W3-592","S02","-99",2010-10-01,NA,5.48,NA,"4",-99.9,0.89,0.25,0.76,0.16,0.23,2.03,0.013,0.008,0.014,0.021,NA,7e-04,0.0079,0.0027,2e-04,0.06,0.53,0.05,3.01,6.16,0.19,NA,NA,NA,NA,NA,NA,NA
"151","W3-593","S03","-99",2010-10-01,NA,5.07,NA,"4",-99.9,0.71,0.19,0.73,0.12,0.23,2.4,0.004,0.008,0.009,0.021,NA,5e-04,0.0056,0.0023,3e-04,0.05,0.52,0,2.93,4.63,0.15,NA,NA,NA,NA,NA,NA,NA
"152","W3-595","S26","-99",2010-10-01,NA,5.8,NA,"4",-99.9,1.5,0.39,1.07,0.32,0.22,2.5,0.017,0.008,0.016,0.021,NA,0.0011,0.0102,0.0023,1e-04,0.06,0.83,0.05,2.99,5.02,0.15,NA,NA,NA,NA,NA,NA,NA
"153","W3-596","S26A","-99",2010-10-01,NA,4.47,NA,"4",-99.9,0.4,0.1,0.59,0.35,0.49,1.53,0.017,0.016,0.064,0.11,NA,0.0017,0.003,0.0039,0.0015,0.04,0.85,0,3.02,10.37,0.28,NA,NA,NA,NA,NA,NA,NA
"154","W3-597","seep1","-99",2010-10-01,NA,5.41,NA,"4",-99.9,1.13,0.32,1.08,0.27,0.14,2.5,0.012,0.008,0.025,0.021,NA,9e-04,0.0094,0.0266,2e-04,0.06,0.48,0,3.03,5.36,0.15,NA,NA,NA,NA,NA,NA,NA
"155","W3-598","seep2","-99",2010-10-01,NA,5.73,NA,"4",-99.9,2.06,0.52,1.45,0.36,0.23,1.69,0.024,0.022,0.02,0.021,NA,8e-04,0.016,0.0174,1e-04,0.05,1.33,0.05,3.02,6.12,0.2,NA,NA,NA,NA,NA,NA,NA
"156","W3-599","seep3","-99",2010-10-01,NA,5.95,NA,"4",-99.9,1.38,0.28,1.06,1.64,0.22,1.8,0.038,0.031,0.045,0.069,NA,0.0055,0.0123,0.021,2e-04,0.04,0.75,0,3.03,7.32,0.17,NA,NA,NA,NA,NA,NA,NA
"157","W3-600","seep3A","-99",2010-10-01,NA,5.73,NA,"4",-99.9,1.34,0.26,0.79,0.75,0.18,1.69,0.039,0.044,0.062,0.114,NA,0.0031,0.0097,0.0082,2e-04,0.05,0.62,0,2.91,8.45,0.22,NA,NA,NA,NA,NA,NA,NA
"158","W3-601","A6","-99",2011-04-07,"A6",5.64,NA,"G1",-99.9,3.27,0.91,1.22,0.66,0.78,5.42,0.504,0.487,2.27,1.854,0.027,0.003,0.0219,0.0182,0.0245,0.05,0.48,0,4.35,8.95,0.23,NA,NA,NA,NA,NA,NA,NA
"159","W3-602","A5","-99",2011-04-07,"A5",4.64,NA,"G2",-99.9,0.35,0.19,0.61,0.04,1.11,2.37,0.005,0.008,0.028,0.021,0.007,3e-04,0.0035,0.0048,6e-04,0.03,0.64,1.6,3.13,5.86,0.47,NA,NA,NA,NA,NA,NA,NA
"160","W3-603","D1","-99",2011-04-07,"D1",4.89,NA,"G5",-99.9,0.51,0.17,0.7,0.08,0.33,2.36,0.011,0.008,0.055,0.051,0.066,5e-04,0.0056,0.0064,0.0033,0.05,0.45,0.46,3.28,2.29,0.16,NA,NA,NA,NA,NA,NA,NA
"161","W3-604","JD14","-99",2011-04-07,"JD14",4.98,NA,"G4",-99.9,0.4,0.12,0.68,0.08,0.4,2.09,0.024,0.024,0.212,0.14,0.808,5e-04,0.0049,0.0076,0.0851,0.05,0.45,2.03,2.56,2.21,0.52,NA,NA,NA,NA,NA,NA,NA
"162","W3-605","N2","-99",2011-04-07,"N2",4.66,NA,"G2",-99.9,0.17,0.06,0.49,0.05,0.61,1.42,0.096,0.097,0.014,0.021,0.028,3e-04,0.0011,0.0067,0,0.03,0.59,1.86,2.26,1.66,0.45,NA,NA,NA,NA,NA,NA,NA
"163","W3-606","N1","-99",2011-04-07,"N1",4.54,NA,"G1",-99.9,0.25,0.09,0.49,0.22,0.75,2.55,0.108,0.111,0.243,0.231,0.318,0.0011,0.0018,0.0137,0.0259,0.02,0.24,0.18,2.16,10.54,0.28,NA,NA,NA,NA,NA,NA,NA
"164","W3-607","K4m","-99",2011-04-07,"K4m",5.21,NA,"G5",-99.9,0.99,0.23,0.94,0.04,0.04,2.78,0.016,0.016,0.005,0.021,0.009,2e-04,0.007,0.0029,4e-04,0.01,0.41,0.31,3.44,0.57,0.11,NA,NA,NA,NA,NA,NA,NA
"165","W3-608","K7d","-99",2011-04-07,"K7d",5.92,NA,"G8",2.7,2.11,0.4,1.48,0.42,0.18,5.37,0.002,0.008,0.029,0.126,0.43,0.001,0.0187,0.0025,0.0051,0.02,0.31,0.45,4.21,0.19,0.1,NA,NA,NA,NA,NA,NA,NA
"166","W3-609","K6d","-99",2011-04-07,"K6d",6.83,NA,"G8",11.7,5.69,1.41,3.4,1.93,0.56,7.82,2.068,1.981,0.754,0.799,2.753,0.0023,0.0247,0.0074,0.1144,0.14,0.8,0.32,4.8,1.58,0.5,NA,NA,NA,NA,NA,NA,NA
"167","W3-610","K1s","-99",2011-04-07,"K1s",5.14,NA,"G5",-99.9,0.63,0.18,0.78,0.02,0.07,2.4,0.011,0.008,0.004,0.021,0.011,1e-04,0.0044,0.0024,3e-04,0.01,0.46,0.18,3.54,0.66,0.07,NA,NA,NA,NA,NA,NA,NA
"168","W3-611","I3","-99",2011-04-08,"I3",5.14,NA,"G4",-99.9,0.59,0.2,0.95,0.03,0.12,2.43,0.005,0.008,0.011,0.021,0.068,2e-04,0.0036,0.0036,0.0038,0.03,0.48,0.09,3.25,1.19,0.07,NA,NA,NA,NA,NA,NA,NA
"169","W3-612","I6","-99",2011-04-08,"I6",5.13,NA,"G4",-99.9,1.1,0.27,0.94,0.27,0.25,3.02,0.02,0.021,0.119,0.111,0.017,0.0011,0.0083,0.006,0.0034,0.02,0.45,0.38,4.01,2.26,0.17,NA,NA,NA,NA,NA,NA,NA
"170","W3-613","JD20","-99",2011-04-08,"JD20",4.9,NA,"G6",35.5,0.56,0.18,0.8,0.02,0.14,2.24,0.006,0.008,0.004,0.021,0.078,1e-04,0.0048,0.0039,0.0029,0.04,0.5,0,3.69,0.85,0.03,NA,NA,NA,NA,NA,NA,NA
"171","W3-614","JD21","-99",2011-04-08,"JD21",5.67,NA,"G5",63.1,0.66,0.23,0.91,0.15,0.43,3.14,0.006,0.008,0.147,0.251,2.252,8e-04,0.0052,0.009,0.0686,0.03,0.5,0.01,3.65,0.73,0.04,NA,NA,NA,NA,NA,NA,NA
"172","W3-615","JD25","-99",2011-04-08,"JD25",5.63,NA,"G5",-99.9,1.32,0.46,1.67,0.37,0.6,5.34,0.003,0.008,0.215,0.397,0.081,9e-04,0.0102,0.0089,0.0145,0.03,0.48,0.08,4.46,1.19,0.09,NA,NA,NA,NA,NA,NA,NA
"173","W3-616","JD24","-99",2011-04-08,"JD24",5.39,NA,"G5",-99.9,0.9,0.35,1.3,0.13,0.67,4.75,0.018,0.016,0.686,0.385,0.097,0.0023,0.0062,0.01,0.004,0.03,0.4,0.12,3.78,2.1,0.09,NA,NA,NA,NA,NA,NA,NA
"174","W3-617","JD03","-99",2011-04-08,"JD03",5.9,NA,"G3",-99.9,0.93,0.29,0.99,0.2,0.43,3.68,0.011,0.008,0.233,0.267,2.007,0.0011,0.0092,0.0102,0.0441,0.02,0.48,0.01,3.76,1.39,0.06,NA,NA,NA,NA,NA,NA,NA
"175","W3-618","JD03","-99",2011-04-14,"JD03",5.24,NA,"G3",-99.9,0.74,0.19,0.79,0.05,0.11,2.55,0.002,0.008,0.015,0.021,0.025,3e-04,0.0065,0.0021,7e-04,0.03,0.41,0.07,3.24,1.34,0.07,NA,NA,NA,NA,NA,NA,NA
"176","W3-619","JD24","-99",2011-04-14,"JD24",5.25,NA,"G5",-99.9,0.72,0.28,1.03,0.09,0.56,3.41,0.02,0.019,0.454,0.297,0.043,0.0014,0.0051,0.0067,0.0018,0.03,0.34,0.07,3.01,2.48,0.09,NA,NA,NA,NA,NA,NA,NA
"177","W3-620","JD25","-99",2011-04-14,"JD25",5.47,NA,"G5",-99.9,1.13,0.37,0.95,0.22,0.34,3.18,0.002,0.008,0.137,0.193,0.022,6e-04,0.0073,0.0051,0.0054,0.02,0.39,0,3.08,1.51,0.07,NA,NA,NA,NA,NA,NA,NA
"178","W3-621","I3","-99",2011-04-14,"I3",5.39,NA,"G4",-99.9,0.5,0.16,0.73,0.1,0.17,2.02,0.008,0.008,0.014,0.021,0.021,5e-04,0.0033,0.0041,7e-04,0.03,0.37,0.38,2.83,1.91,0.16,NA,NA,NA,NA,NA,NA,NA
"179","W3-622","I9","-99",2011-04-14,"I9",5.36,NA,"G6",-99.9,0.86,0.33,0.82,0.44,0.74,3.16,0.018,0.023,0.309,0.597,0.029,0.002,0.0046,0.0041,8e-04,0.02,0.36,0.34,2.76,2.34,0.22,NA,NA,NA,NA,NA,NA,NA
"180","W3-623","I8","-99",2011-04-14,"I8",5.27,NA,"G5",-99.9,0.85,0.24,0.86,0.13,0.2,2.78,0.004,0.008,0.047,0.068,0.011,5e-04,0.005,0.0027,3e-04,0.02,0.36,0.21,3.22,2.24,0.11,NA,NA,NA,NA,NA,NA,NA
"181","W3-624","I7","-99",2011-04-14,"I7",5.3,NA,"G8",-99.9,1.4,0.3,0.89,0.38,0.29,3.13,0.011,0.008,0.095,0.093,0.056,0.0015,0.0095,0.0051,0.0028,0.03,0.27,0.63,2.76,4.12,0.24,NA,NA,NA,NA,NA,NA,NA
"182","W3-625","I6","-99",2011-04-14,"I6",5.24,NA,"G4",-99.9,1.13,0.26,0.78,0.79,0.37,2.9,0.024,0.023,0.165,0.159,0.018,0.0026,0.009,0.009,0.0027,0.03,0.38,0.03,3.65,3.52,0.12,NA,NA,NA,NA,NA,NA,NA
"183","W3-626","JD20","-99",2011-04-14,"JD20",4.96,NA,"G6",-99.9,0.54,0.16,0.71,0.02,0.15,2.11,0.005,0.008,0.013,0.021,0.023,2e-04,0.0044,0.0042,0.001,0.03,0.38,0.02,3.33,0.95,0.04,NA,NA,NA,NA,NA,NA,NA
"184","W3-627","JD21","-99",2011-04-14,"JD21",5.12,NA,"G5",-99.9,0.71,0.2,0.89,0.03,0.06,2.38,0.003,0.008,0.015,0.021,0.088,3e-04,0.005,0.0027,0.0032,0.02,0.46,0.13,3.65,0.5,0.07,NA,NA,NA,NA,NA,NA,NA
"185","W3-628","K1s","-99",2011-04-14,"K1s",5.14,NA,"G5",-99.9,0.59,0.16,0.62,0.02,0.08,1.73,0.012,0.008,0.005,0.021,0.012,2e-04,0.0041,0.0024,3e-04,0.02,0.37,0.78,2.94,0.74,0.19,NA,NA,NA,NA,NA,NA,NA
"186","W3-629","K6s","-99",2011-04-14,"K6s",6.19,NA,"G8",7.4,1.39,0.25,1.46,0.61,0.12,6.12,5.263,3.78,0.461,0.364,0.214,0.0014,0.0141,0.0058,0.0064,0.02,0.35,0.93,3.66,1.16,0.22,NA,NA,NA,NA,NA,NA,NA
"187","W3-630","K6d","-99",2011-04-14,"K6d",6.6,NA,"G8",-99.9,4.12,1,2.44,1.46,0.49,7.73,1.103,1.015,0.223,0.452,0.996,0.0013,0.0222,0.0043,0.0231,0.09,0.43,0.48,4.39,0.62,0.2,NA,NA,NA,NA,NA,NA,NA
"188","W3-631","K7s","-99",2011-04-14,"K7s",5.98,NA,"G8",-99.9,2.12,0.36,1.41,0.4,0,4.79,0.005,0.008,0.01,0.021,0.036,8e-04,0.0146,0.0015,0.0014,0.03,0.36,0.54,4.09,0.2,0.17,NA,NA,NA,NA,NA,NA,NA
"189","W3-632","K7d","-99",2011-04-14,"K7d",5.95,NA,"G8",-99.9,2.02,0.39,1.45,0.43,0.23,5.34,0.003,0.008,0.061,0.156,0.454,0.0011,0.0171,0.0033,0.0051,0.02,0.32,0.51,4.17,0.19,0.12,NA,NA,NA,NA,NA,NA,NA
"190","W3-633","K5","-99",2011-04-14,"K5",5.65,"1st sample","G3",-99.9,1.35,0.22,1,0.36,0.02,3.22,0.008,0.008,0.015,0.021,0.02,0.001,0.0112,0.003,5e-04,0.03,0.46,0.4,3.75,0.28,0.15,NA,NA,NA,NA,NA,NA,NA
"191","W3-634","K5","-99",2011-04-14,"K5",5.72,"2nd sample","G3",-99.9,1.58,0.33,1.2,0.44,0.34,4.58,0.006,0.008,0.233,0.218,0.017,0.0016,0.0144,0.0043,9e-04,0.03,0.34,0.42,3.82,0.22,0.1,NA,NA,NA,NA,NA,NA,NA
"192","W3-635","K4m","-99",2011-04-14,"K4m",5.11,NA,"G5",-99.9,0.69,0.12,0.55,0.07,0.1,1.62,0.033,0.032,0.007,0.021,0.009,3e-04,0.006,0.0041,4e-04,0.02,0.36,1.08,2.49,0.44,0.24,NA,NA,NA,NA,NA,NA,NA
"193","W3-636","N2","-99",2011-04-14,"N2",4.73,NA,"G2",-99.9,0.16,0.05,0.42,0.11,0.56,1.12,0.085,0.09,0.017,0.021,0.01,5e-04,9e-04,0.0067,4e-04,0.01,0.36,1.35,2.34,2.17,0.36,NA,NA,NA,NA,NA,NA,NA
"194","W3-637","N1","-99",2011-04-14,"N1",4.48,NA,"G1",-99.9,0.23,0.05,0.26,0.3,0.53,0.64,0.067,0.072,0.233,0.27,0.02,0.0015,0.0012,0.0084,0.0067,0.07,0.2,0.21,0.88,12.26,0.39,NA,NA,NA,NA,NA,NA,NA
"195","W3-638","JD14","-99",2011-04-14,"JD14",4.67,NA,"G4",-99.9,0.48,0.15,0.75,0.07,0.63,1.96,0.01,0.008,0.113,0.108,0.11,4e-04,0.0038,0.0054,0.0017,0.04,0.4,2.94,2.05,3.24,0.82,NA,NA,NA,NA,NA,NA,NA
"196","W3-639","D1","-99",2011-04-14,"D1",4.91,NA,"G5",-99.9,0.49,0.16,0.59,0.17,0.37,1.85,0.008,0.008,0.047,0.046,0.02,8e-04,0.0047,0.0055,0.0017,0.04,0.35,1.07,2.38,3.08,0.38,NA,NA,NA,NA,NA,NA,NA
"197","W3-640","A5","-99",2011-04-14,"A5",4.64,NA,"G2",-99.9,0.34,0.18,0.57,0.04,1.13,1.94,0.005,0.008,0.03,0.021,0.012,4e-04,0.0035,0.005,0.0011,0.04,0.43,1.86,3.03,5.55,0.51,NA,NA,NA,NA,NA,NA,NA
"198","W3-641","A6","-99",2011-04-14,"A6",5.57,NA,"G1",-99.9,2.9,0.81,1.2,0.67,0.48,4.81,0.394,0.38,0.931,0.703,0.012,0.0023,0.0179,0.0064,0.011,0.04,0.56,0.13,4,7.52,0.27,NA,NA,NA,NA,NA,NA,NA
"199","W3-643","JD03","-99",2011-05-24,"JD03",5.55,NA,"G3",-99.9,0.85,0.26,1,0.15,0.38,3.67,0.005,0.008,0.172,0.219,0.694,9e-04,0.0081,0.009,0.0163,0.02,0.38,0,3.45,1.06,0.04,NA,NA,NA,NA,NA,NA,NA
"200","W3-644","JD24","-99",2011-05-24,"JD24",5.47,NA,"G5",-99.9,0.93,0.47,1.28,0.47,1.8,6.26,0.034,0.04,0.918,1.159,1.355,0.003,0.0072,0.0227,0.0619,0.03,0.35,0.01,3.22,2.66,0.09,NA,NA,NA,NA,NA,NA,NA
"201","W3-645","JD25","-99",2011-05-24,"JD25",5.63,NA,"G5",-99.9,1.47,0.48,1.27,0.49,0.79,4.98,0.004,0.008,0.301,0.515,0.038,0.0013,0.0106,0.0079,0.0075,0.03,0.38,0,3.54,1.35,0.05,NA,NA,NA,NA,NA,NA,NA
"202","W3-646","I3","-99",2011-05-24,"I3",5.02,NA,"G4",-99.9,0.53,0.18,0.96,0.1,0.26,2.89,0.005,0.008,0.023,0.112,0.128,5e-04,0.0037,0.0055,0.0026,0.02,0.38,0.01,2.9,1.4,0.08,NA,NA,NA,NA,NA,NA,NA
"203","W3-647","I9","-99",2011-05-24,"I9",5.33,NA,"G6",-99.9,1.06,0.55,1.01,0.93,1.69,5.76,0.029,0.034,0.983,1.43,0.607,0.004,0.0072,0.0112,0.025,0.03,0.35,0.05,2.73,2.61,0.11,NA,NA,NA,NA,NA,NA,NA
"204","W3-648","I8","-99",2011-05-24,"I8",5.41,NA,"G5",-99.9,1.07,0.25,1.06,0.23,0.17,3.51,0.005,0.008,0.034,0.05,0.015,8e-04,0.0061,0.0037,0.0012,0.04,0.35,0.04,2.61,2.24,0.12,NA,NA,NA,NA,NA,NA,NA
"205","W3-649","I7","-99",2011-05-24,"I7",5.38,NA,"G8",-99.9,1.41,0.3,1.16,0.26,0.23,4.06,0.007,0.008,0.044,0.072,0.026,0.001,0.0086,0.0043,0.0024,0.02,0.32,0.08,2.8,3.1,0.16,NA,NA,NA,NA,NA,NA,NA
"206","W3-650","I6","-99",2011-05-24,"I6",5.04,NA,"G4",-99.9,1.17,0.27,1.1,0.29,0.46,3.86,0.013,0.008,0.156,0.237,0.018,0.0012,0.0087,0.0068,0.0024,0.04,0.33,0.02,3.78,2.23,0.11,NA,NA,NA,NA,NA,NA,NA
"207","W3-651","JD20","-99",2011-05-24,"JD20",5.18,NA,"G6",34.7,0.61,0.17,0.86,0.05,0.13,2.43,0.007,0.008,0.021,0.021,0.122,3e-04,0.0047,0.005,0.0038,0.04,0.37,0,3.02,0.83,0.08,NA,NA,NA,NA,NA,NA,NA
"208","W3-652","JD21","-99",2011-05-24,"JD21",4.84,NA,"G5",-99.9,0.8,0.22,1.05,0.07,0.17,2.98,0.003,0.008,0.03,0.08,0.09,4e-04,0.0057,0.0039,0.0013,0.04,0.39,0.02,3.64,0.43,0.05,NA,NA,NA,NA,NA,NA,NA
"209","W3-653","D1","-99",2011-05-24,"D1",6.79,NA,"G5",-99.9,0.5,0.16,0.69,0.15,0.53,2.66,0.009,0.008,0.104,0.162,0.099,9e-04,0.0051,0.0086,0.0081,0.1,0.36,0.26,3.01,2.99,0.2,NA,NA,NA,NA,NA,NA,NA
"210","W3-654","K6d","-99",2011-05-24,"K6d",6.7,NA,"G8",7.3,4.02,1.01,2.45,1.48,0.52,7.95,1.222,1.073,0.294,0.525,0.9,0.0016,0.0232,0.0041,0.0484,0.03,0.34,0.52,4.34,0.54,0.23,NA,NA,NA,NA,NA,NA,NA
"211","W3-655","K6s","-99",2011-05-24,"K6s",5.2,NA,"G8",-99.9,1.71,0.27,1.39,0.65,0.11,4.77,3.65,3.453,0.248,0.279,0.501,0.0012,0.0126,0.0049,0.026,0.02,0.33,0.5,3.11,1.32,0.36,NA,NA,NA,NA,NA,NA,NA
"212","W3-656","K1","-99",2011-05-24,"K1",5.46,NA,"G5",-99.9,0.63,0.14,0.79,0.05,0.09,2.47,0.009,0.008,0.009,0.021,0.014,2e-04,0.0043,0.0034,0.0011,0.03,0.37,0.04,3.28,0.66,0.05,NA,NA,NA,NA,NA,NA,NA
"213","W3-657","K7d","-99",2011-05-24,"K7d",6.07,NA,"G8",40.6,2.1,0.45,1.63,0.65,0.66,6.64,0.002,0.008,0.058,0.463,0.561,0.0011,0.016,0.0026,0.0074,0.03,0.3,0.73,4.27,0.27,0.21,NA,NA,NA,NA,NA,NA,NA
"214","W3-658","K7s","-99",2011-05-24,"K7s",6.02,NA,"G8",-6.9,2.21,0.38,1.54,0.45,0.08,5.34,0.005,0.008,0.012,0.065,0.02,0.001,0.0166,0.0019,6e-04,0.03,0.3,0.6,4.27,0.25,0.19,NA,NA,NA,NA,NA,NA,NA
"215","W3-659","K5","-99",2011-05-24,"K5",5.68,NA,"G3",-99.9,1.5,0.33,1.24,0.52,0.4,4.63,0.002,0.008,0.053,0.271,0.015,0.001,0.0124,0.0025,9e-04,0.03,0.39,0.37,4.01,0.31,0.1,NA,NA,NA,NA,NA,NA,NA
"216","W3-660","K4m","-99",2011-05-24,"K4m",5.17,NA,"G5",-99.9,0.54,0.12,0.64,0.15,0.15,1.89,0.033,0.035,0.013,0.021,0.01,6e-04,0.0043,0.0062,5e-04,0.03,0.32,0.3,3.18,0.57,0.11,NA,NA,NA,NA,NA,NA,NA
"217","W3-661","N1","-99",2011-05-24,"N1",4.65,NA,"G1",-99.9,0.24,0.09,0.39,0.39,0.9,2.01,0.105,0.098,0.377,0.345,0.733,0.002,0.0019,0.0159,0.0759,0.03,0.17,0.01,1,16.08,0.4,NA,NA,NA,NA,NA,NA,NA
"218","W3-662","N2","-99",2011-05-24,"N2",4.75,NA,"G2",-99.9,0.17,0.06,0.42,0.12,0.48,1.24,0.078,0.079,0.015,0.021,0.013,6e-04,0.001,0.0074,0.001,0.02,0.26,0.52,2.36,2.99,0.23,NA,NA,NA,NA,NA,NA,NA
"219","W3-663","JD14","-99",2011-05-24,"JD14",4.94,NA,"G4",-99.9,0.38,0.13,0.69,0.11,0.62,2.69,0.025,0.027,0.124,0.221,0.776,4e-04,0.0043,0.0068,0.0386,0.03,0.39,1.59,2.5,2.86,0.45,NA,NA,NA,NA,NA,NA,NA
"220","W3-664","A5","-99",2011-05-24,"A5",4.78,NA,"G2",-99.9,0.31,0.16,0.51,0.07,1.08,1.96,0.004,0.008,0.034,0.087,0.007,4e-04,0.0031,0.005,0.001,0.04,0.35,0.44,3.02,6.73,0.25,NA,NA,NA,NA,NA,NA,NA
"221","W3-665","A6","-99",2011-05-24,"A6",5.74,NA,"G1",-99.9,3.19,0.94,1.15,0.83,1.15,5.7,0.457,0.418,1.911,1.766,0.036,0.0029,0.0212,0.0148,0.0194,0.05,0.41,0.01,4.08,8.63,0.24,NA,NA,NA,NA,NA,NA,NA
"222","W3-666","S02","-99",2011-07-27,NA,6.51,NA,"4",-99.9,2.91,1.01,2.18,0.44,0.01,6.9,0,0.008,0.008,0.021,0.01,6e-04,0.0201,0.0093,0,0.06,0.31,0.01,5.49,0.65,0.02,NA,NA,NA,NA,NA,NA,NA
"223","W3-667","I6","-99",2011-08-16,"I6",5.33,NA,"G4",-99.9,2.54,0.47,0.94,0.8,0.4,4.38,0.032,0.033,0.153,0.088,0.268,0.0031,0.0154,0.012,0.0125,0.01,0.34,0.1,4.39,8.21,0.28,NA,NA,NA,NA,NA,NA,NA
"224","W3-668","I7","-99",2011-08-16,"I7",5.2,NA,"G8",-99.9,2.29,0.47,1.13,0.38,0.53,4.72,0.02,0.021,0.147,0.169,0.099,0.0019,0.0169,0.0085,0.0049,0.04,0.17,1.11,2.07,10.7,0.55,NA,NA,NA,NA,NA,NA,NA
"225","W3-669","I8","-99",2011-08-16,"I8",5.11,NA,"G5",-99.9,1.25,0.33,1.2,0.28,0.43,3.87,0.012,0.008,0.129,0.202,0.034,0.0011,0.0086,0.0058,0.0015,0.02,0.2,0.02,2.74,4.44,0.14,NA,NA,NA,NA,NA,NA,NA
"226","W3-670","I9","-99",2011-08-16,"I9",5.46,NA,"G6",-99.9,1.4,0.58,1.06,0.91,1.5,5.58,0.04,0.048,0.567,1.255,0.795,0.0028,0.0095,0.0094,0.0475,0.03,0.2,0.01,2.4,5.27,0.18,NA,NA,NA,NA,NA,NA,NA
"227","W3-671","I3","-99",2011-08-16,"I3",5.04,NA,"G4",90.7,0.87,0.22,1.04,0.21,0.15,2.63,0.02,0.021,0.025,0.021,0.26,8e-04,0.006,0.0082,0.0036,0.04,0.22,0.04,4.11,2.49,0.14,NA,NA,NA,NA,NA,NA,NA
"228","W3-672","N1","-99",2011-08-16,"N1",4.41,NA,"G1",-99.9,0.33,0.1,0.59,0.24,1.1,3.55,0.116,0.116,0.364,0.385,0.501,0.0012,0.0028,0.0188,0.0546,0.02,0.1,0.01,1.36,21.59,0.51,NA,NA,NA,NA,NA,NA,NA
"229","W3-673","N2","-99",2011-08-16,"N2",4.62,NA,"G2",99.4,0.19,0.05,0.52,0.21,0.54,1.53,0.066,0.072,0.02,0.021,0.011,7e-04,0.0012,0.0095,9e-04,0.01,0.22,0.8,2.21,4.14,0.33,NA,NA,NA,NA,NA,NA,NA
"230","W3-674","N5","-99",2011-08-16,"N5",5.75,NA,"G2",183.1,2.13,0.52,2.17,1.06,0.2,2.28,0.394,0.385,0.131,0.126,0.04,0.0018,0.0218,0.0036,3e-04,0.02,0.38,5.37,2.77,2.03,1.27,NA,NA,NA,NA,NA,NA,NA
"231","W3-675","K4m","-99",2011-08-16,"K4m",5.11,NA,"G5",94.4,0.99,0.18,1.32,0.2,0.07,2.69,0.015,0.008,0.004,0.021,0.078,5e-04,0.0086,0.0067,0.0024,0.02,0.19,0.02,3.39,0.68,0.04,NA,NA,NA,NA,NA,NA,NA
"232","W3-676","K8","-99",2011-08-16,"K8",5.89,NA,"G4",-99.9,2.95,0.72,2.45,1.34,0.8,6.84,0.284,0.28,0.24,0.621,0.025,0.003,0.0338,0.0043,0.001,0.03,0.73,2.05,3.9,1.23,0.58,NA,NA,NA,NA,NA,NA,NA
